user_id,ISBN,rating
8744,618260307,4
8944,618260307,4
9468,618260307,3
9476,618260307,3
10997,618260307,4
11350,618260307,4
12140,618260307,5
12615,618260307,1
12710,618260307,5
12803,618260307,3
13398,618260307,4
14192,618260307,5
15581,618260307,5
16344,618260307,5
16718,618260307,4
17727,618260307,3
18657,618260307,2
18672,618260307,3
18734,618260307,4
19296,618260307,4
20014,618260307,1
20834,618260307,1
21251,618260307,5
21816,618260307,5
21867,618260307,3
22114,618260307,3
22280,618260307,4
22384,618260307,3
22835,618260307,3
22856,618260307,3
23541,618260307,4
23850,618260307,2
24016,618260307,2
24129,618260307,5
24470,618260307,5
24858,618260307,5
24957,618260307,5
25472,618260307,4
26788,618260307,3
26985,618260307,4
27122,618260307,5
29065,618260307,4
29112,618260307,4
31687,618260307,4
32574,618260307,5
32597,618260307,3
33797,618260307,3
34943,618260307,4
35287,618260307,5
35393,618260307,4
35603,618260307,5
35735,618260307,4
35853,618260307,4
36963,618260307,4
37158,618260307,3
37771,618260307,4
37856,618260307,5
39158,618260307,5
40598,618260307,4
41463,618260307,4
41506,618260307,4
42793,618260307,5
43473,618260307,4
43586,618260307,4
43927,618260307,5
45220,618260307,3
45361,618260307,4
46926,618260307,3
47336,618260307,4
47897,618260307,5
48147,618260307,4
48406,618260307,5
48692,618260307,4
48923,618260307,4
49106,618260307,3
49412,618260307,4
49942,618260307,4
50023,618260307,3
50613,618260307,3
50953,618260307,4
51204,618260307,4
52549,618260307,5
52715,618260307,4
1140,316769177,5
2482,316769177,3
2499,316769177,4
2563,316769177,3
3343,316769177,4
4210,316769177,4
4524,316769177,5
4728,316769177,3
4944,316769177,4
5315,316769177,5
5914,316769177,3
5919,316769177,4
6218,316769177,4
6748,316769177,4
6758,316769177,4
7468,316769177,5
7739,316769177,4
8089,316769177,4
8722,316769177,5
8770,316769177,3
9233,316769177,4
9372,316769177,3
9467,316769177,4
9770,316769177,4
10513,316769177,4
10704,316769177,4
10887,316769177,5
10956,316769177,3
11063,316769177,3
11217,316769177,5
11277,316769177,5
11617,316769177,3
11894,316769177,3
11966,316769177,4
13204,316769177,4
13813,316769177,4
14494,316769177,4
14532,316769177,3
15969,316769177,4
17329,316769177,3
17360,316769177,4
20504,316769177,4
22029,316769177,4
24571,316769177,4
24925,316769177,4
26990,316769177,5
27113,316769177,5
27956,316769177,4
30591,316769177,5
30715,316769177,3
32415,316769177,4
32596,316769177,5
34800,316769177,4
35035,316769177,5
35665,316769177,5
35763,316769177,4
36171,316769177,4
36602,316769177,5
37281,316769177,4
37300,316769177,4
37878,316769177,4
38151,316769177,5
38482,316769177,4
39626,316769177,4
39787,316769177,4
40187,316769177,5
40229,316769177,5
40244,316769177,4
40442,316769177,5
40446,316769177,5
40683,316769177,4
41018,316769177,3
41093,316769177,3
41290,316769177,4
41297,316769177,3
41627,316769177,5
41881,316769177,3
41949,316769177,4
42395,316769177,4
42606,316769177,2
44011,316769177,4
44820,316769177,4
44897,316769177,4
44969,316769177,4
45126,316769177,1
45400,316769177,3
46298,316769177,5
46927,316769177,5
47468,316769177,5
48245,316769177,5
48936,316769177,1
49721,316769177,5
50245,316769177,4
50643,316769177,4
50691,316769177,2
51044,316769177,5
51624,316769177,4
52297,316769177,3
52961,316769177,4
53101,316769177,4
319,1416524797,4
1136,1416524797,4
4706,1416524797,5
4891,1416524797,3
5478,1416524797,5
5568,1416524797,4
5863,1416524797,3
6683,1416524797,4
7075,1416524797,5
7801,1416524797,3
7857,1416524797,3
8565,1416524797,4
8915,1416524797,5
8962,1416524797,5
9654,1416524797,2
10142,1416524797,5
10532,1416524797,5
11209,1416524797,5
11261,1416524797,5
11287,1416524797,4
11921,1416524797,3
12930,1416524797,3
13360,1416524797,3
13821,1416524797,5
14074,1416524797,5
14122,1416524797,5
14235,1416524797,4
14929,1416524797,5
14970,1416524797,4
15011,1416524797,3
15194,1416524797,3
15431,1416524797,5
15998,1416524797,4
16587,1416524797,4
16662,1416524797,5
16740,1416524797,4
16941,1416524797,2
17804,1416524797,3
17924,1416524797,5
18494,1416524797,5
19803,1416524797,4
19868,1416524797,3
20084,1416524797,5
20780,1416524797,4
21581,1416524797,4
21736,1416524797,5
22034,1416524797,2
22190,1416524797,5
22356,1416524797,5
25633,1416524797,4
27221,1416524797,5
27283,1416524797,5
27460,1416524797,4
27565,1416524797,4
28158,1416524797,5
28459,1416524797,2
28824,1416524797,5
29155,1416524797,3
30259,1416524797,4
31159,1416524797,5
31941,1416524797,5
32058,1416524797,5
32635,1416524797,5
33713,1416524797,5
33772,1416524797,4
33993,1416524797,1
34302,1416524797,5
35111,1416524797,3
35114,1416524797,2
35326,1416524797,4
35630,1416524797,3
37746,1416524797,3
37850,1416524797,4
38079,1416524797,5
38331,1416524797,4
38730,1416524797,3
38900,1416524797,5
39013,1416524797,4
40819,1416524797,4
40840,1416524797,3
41105,1416524797,5
41228,1416524797,4
41792,1416524797,4
41948,1416524797,5
41963,1416524797,5
41968,1416524797,4
42200,1416524797,2
42572,1416524797,4
43325,1416524797,5
44243,1416524797,4
46147,1416524797,3
47249,1416524797,3
48297,1416524797,4
48450,1416524797,3
49786,1416524797,5
50444,1416524797,5
51151,1416524797,4
51762,1416524797,5
52929,1416524797,4
52949,1416524797,5
158,679783261,4
1374,679783261,4
1440,679783261,4
1518,679783261,3
2838,679783261,3
3621,679783261,4
3786,679783261,4
4147,679783261,5
5909,679783261,3
5917,679783261,4
6149,679783261,3
6323,679783261,4
7093,679783261,3
7165,679783261,4
7678,679783261,5
7805,679783261,4
7842,679783261,5
7848,679783261,3
7979,679783261,5
7994,679783261,3
8096,679783261,5
8167,679783261,3
8178,679783261,5
8352,679783261,3
8519,679783261,3
8565,679783261,4
8579,679783261,4
8959,679783261,4
9011,679783261,3
9125,679783261,3
9369,679783261,3
10246,679783261,4
10376,679783261,3
10541,679783261,4
11810,679783261,5
11868,679783261,4
11921,679783261,3
12262,679783261,3
13084,679783261,2
13794,679783261,4
14192,679783261,5
14205,679783261,4
14890,679783261,5
15733,679783261,4
16573,679783261,4
17228,679783261,5
19290,679783261,4
19378,679783261,3
19948,679783261,3
22034,679783261,4
23885,679783261,4
25182,679783261,5
25597,679783261,3
25925,679783261,3
25938,679783261,2
26077,679783261,2
26097,679783261,3
26496,679783261,3
27226,679783261,5
27834,679783261,5
29418,679783261,3
29671,679783261,5
30283,679783261,5
30719,679783261,3
31996,679783261,4
32305,679783261,3
32834,679783261,5
34011,679783261,5
34927,679783261,3
35393,679783261,3
35521,679783261,5
35618,679783261,5
35642,679783261,2
35912,679783261,3
36633,679783261,4
36664,679783261,3
36883,679783261,5
37754,679783261,4
37855,679783261,4
37897,679783261,4
39251,679783261,5
39460,679783261,4
39693,679783261,3
39703,679783261,5
40975,679783261,5
41328,679783261,5
41534,679783261,4
41616,679783261,3
44171,679783261,1
45593,679783261,3
46421,679783261,5
47150,679783261,5
47239,679783261,3
48147,679783261,4
49998,679783261,5
50645,679783261,3
51251,679783261,4
51403,679783261,4
52425,679783261,2
53279,679783261,4
228,451524934,4
830,451524934,2
935,451524934,2
1119,451524934,3
1234,451524934,2
1263,451524934,2
1350,451524934,4
1541,451524934,5
1851,451524934,3
2023,451524934,4
2197,451524934,2
2569,451524934,2
3300,451524934,3
3389,451524934,3
4080,451524934,3
4184,451524934,3
4628,451524934,1
5373,451524934,1
5911,451524934,1
6186,451524934,3
7214,451524934,4
7236,451524934,2
7524,451524934,4
7671,451524934,3
7905,451524934,4
7992,451524934,3
8215,451524934,3
8498,451524934,4
8891,451524934,2
9414,451524934,2
10132,451524934,4
10710,451524934,5
10991,451524934,4
12200,451524934,3
12319,451524934,5
12676,451524934,3
13086,451524934,2
14122,451524934,3
14264,451524934,3
14742,451524934,3
14803,451524934,3
15058,451524934,3
15503,451524934,4
15900,451524934,3
15974,451524934,3
16786,451524934,3
16849,451524934,4
18076,451524934,3
19650,451524934,4
20431,451524934,2
20553,451524934,2
22236,451524934,3
24937,451524934,4
25155,451524934,4
26141,451524934,3
28286,451524934,3
29046,451524934,4
29360,451524934,3
29517,451524934,2
29833,451524934,2
30591,451524934,2
30807,451524934,4
30818,451524934,3
31479,451524934,3
31803,451524934,3
31916,451524934,5
33522,451524934,4
33609,451524934,3
33777,451524934,3
34011,451524934,4
34638,451524934,5
34909,451524934,3
35451,451524934,3
36264,451524934,4
36862,451524934,4
37746,451524934,3
39135,451524934,3
40159,451524934,5
40512,451524934,4
40556,451524934,3
41027,451524934,3
41614,451524934,5
41956,451524934,2
42925,451524934,1
43727,451524934,3
44590,451524934,3
45599,451524934,4
45653,451524934,4
45708,451524934,4
46147,451524934,4
48372,451524934,3
48945,451524934,3
49075,451524934,3
49843,451524934,3
49947,451524934,3
50060,451524934,4
50178,451524934,2
51513,451524934,4
52181,451524934,4
53232,451524934,3
671,452284244,4
1140,452284244,5
2071,452284244,3
2482,452284244,3
2563,452284244,4
3189,452284244,4
3343,452284244,4
3934,452284244,3
3945,452284244,4
4210,452284244,4
4524,452284244,5
4702,452284244,5
4728,452284244,4
4769,452284244,4
5315,452284244,5
5661,452284244,4
5777,452284244,4
5914,452284244,3
5919,452284244,4
6218,452284244,4
6716,452284244,4
6748,452284244,4
7468,452284244,5
7739,452284244,4
8089,452284244,4
8722,452284244,5
8770,452284244,3
9372,452284244,4
9429,452284244,5
9467,452284244,4
9770,452284244,3
9844,452284244,4
10513,452284244,4
10649,452284244,3
10704,452284244,4
10956,452284244,3
10972,452284244,4
11063,452284244,1
11277,452284244,5
11894,452284244,5
11966,452284244,4
13204,452284244,4
13813,452284244,5
13875,452284244,5
14494,452284244,3
14532,452284244,3
16004,452284244,5
16749,452284244,4
17360,452284244,4
18961,452284244,4
19110,452284244,4
20504,452284244,3
21097,452284244,4
21668,452284244,5
23372,452284244,5
23942,452284244,5
24423,452284244,4
24925,452284244,4
26990,452284244,5
27113,452284244,5
27464,452284244,5
27679,452284244,3
28413,452284244,4
30231,452284244,4
33124,452284244,5
34571,452284244,5
35665,452284244,5
35763,452284244,3
36530,452284244,5
37132,452284244,5
37281,452284244,4
38007,452284244,5
38151,452284244,5
39626,452284244,4
39742,452284244,5
39787,452284244,4
40177,452284244,5
40229,452284244,5
40244,452284244,4
40446,452284244,4
40683,452284244,4
41018,452284244,3
41627,452284244,5
44011,452284244,5
44368,452284244,3
44521,452284244,5
44897,452284244,4
46298,452284244,5
46927,452284244,5
47400,452284244,5
47429,452284244,5
48245,452284244,5
48936,452284244,1
49721,452284244,5
50691,452284244,3
51044,452284244,5
51624,452284244,4
51752,452284244,4
52297,452284244,3
52961,452284244,4
314,043965548X,4
1169,043965548X,5
1952,043965548X,5
2324,043965548X,5
2487,043965548X,3
2900,043965548X,5
3022,043965548X,1
3662,043965548X,4
3739,043965548X,5
3922,043965548X,2
5115,043965548X,3
5461,043965548X,5
6342,043965548X,5
6630,043965548X,3
7001,043965548X,5
8167,043965548X,4
8370,043965548X,3
9246,043965548X,3
10111,043965548X,5
10246,043965548X,4
10402,043965548X,4
10944,043965548X,3
11691,043965548X,5
11692,043965548X,4
11868,043965548X,3
11927,043965548X,5
11945,043965548X,4
12381,043965548X,4
12476,043965548X,5
12874,043965548X,4
12946,043965548X,5
13034,043965548X,4
13776,043965548X,4
13794,043965548X,2
14546,043965548X,2
14603,043965548X,4
15547,043965548X,2
17228,043965548X,5
17643,043965548X,2
17663,043965548X,5
18031,043965548X,5
18313,043965548X,2
19526,043965548X,4
19724,043965548X,5
19729,043965548X,4
20406,043965548X,5
20467,043965548X,4
21217,043965548X,4
21228,043965548X,4
21487,043965548X,5
21676,043965548X,4
21733,043965548X,4
22602,043965548X,5
23576,043965548X,5
24499,043965548X,3
25164,043965548X,4
25182,043965548X,5
25840,043965548X,3
26629,043965548X,5
26661,043965548X,5
27499,043965548X,5
27834,043965548X,4
28158,043965548X,4
28767,043965548X,2
29703,043965548X,5
29819,043965548X,2
30681,043965548X,3
30944,043965548X,4
32338,043965548X,3
32635,043965548X,3
32748,043965548X,4
32923,043965548X,5
33065,043965548X,4
33697,043965548X,5
33716,043965548X,4
33872,043965548X,4
34688,043965548X,3
36099,043965548X,3
37284,043965548X,2
38798,043965548X,2
39423,043965548X,2
41074,043965548X,3
42404,043965548X,3
44243,043965548X,2
44397,043965548X,5
45269,043965548X,4
45493,043965548X,5
45554,043965548X,5
46139,043965548X,4
46421,043965548X,5
46482,043965548X,5
47800,043965548X,3
48559,043965548X,3
48687,043965548X,5
49298,043965548X,2
50104,043965548X,5
51166,043965548X,4
51838,043965548X,4
52036,043965548X,4
53292,043965548X,5
173,618346252,1
368,618346252,4
1136,618346252,3
2665,618346252,5
3087,618346252,2
3662,618346252,1
4821,618346252,1
7563,618346252,2
7979,618346252,3
8060,618346252,1
8669,618346252,2
11927,618346252,3
13163,618346252,5
13282,618346252,1
13580,618346252,1
16403,618346252,5
17405,618346252,4
17832,618346252,3
18199,618346252,3
18957,618346252,3
19191,618346252,2
19668,618346252,3
19724,618346252,3
19942,618346252,3
20363,618346252,3
20467,618346252,1
21228,618346252,4
22313,618346252,5
22368,618346252,5
22602,618346252,4
23612,618346252,1
24567,618346252,2
25030,618346252,5
26097,618346252,1
26097,618346252,1
26146,618346252,1
26800,618346252,2
27027,618346252,1
27267,618346252,5
27585,618346252,4
27612,618346252,1
28767,618346252,3
28803,618346252,1
29353,618346252,3
29732,618346252,4
30313,618346252,4
30601,618346252,4
30681,618346252,4
30833,618346252,3
31198,618346252,1
31305,618346252,1
32055,618346252,2
32490,618346252,1
32576,618346252,2
32918,618346252,5
32923,618346252,1
33065,618346252,1
33119,618346252,3
33357,618346252,1
33716,618346252,1
35259,618346252,3
36240,618346252,3
36695,618346252,2
37035,618346252,1
37041,618346252,3
37153,618346252,2
38687,618346252,1
39032,618346252,2
39618,618346252,4
39933,618346252,4
40167,618346252,5
41062,618346252,1
41282,618346252,5
41744,618346252,3
42404,618346252,2
43039,618346252,1
43602,618346252,3
44397,618346252,3
45498,618346252,3
46479,618346252,3
47746,618346252,2
48297,618346252,1
48389,618346252,2
49288,618346252,5
49289,618346252,5
49295,618346252,5
49297,618346252,5
49514,618346252,2
49830,618346252,5
50101,618346252,5
50102,618346252,5
50104,618346252,5
50133,618346252,5
50593,618346252,3
51166,618346252,3
51452,618346252,1
52036,618346252,1
52469,618346252,5
52583,618346252,1
52740,618346252,2
1169,439358078,3
3022,439358078,4
3922,439358078,5
5115,439358078,4
5436,439358078,5
5461,439358078,4
5885,439358078,4
6063,439358078,1
6342,439358078,3
6630,439358078,5
8167,439358078,2
9731,439358078,4
10111,439358078,5
10140,439358078,3
10288,439358078,5
10509,439358078,2
10610,439358078,5
10751,439358078,3
10944,439358078,5
11285,439358078,4
11408,439358078,5
11691,439358078,4
11692,439358078,3
11868,439358078,5
11927,439358078,5
11945,439358078,5
12874,439358078,4
12946,439358078,5
13282,439358078,5
13794,439358078,1
14372,439358078,3
14546,439358078,5
14603,439358078,4
15604,439358078,4
16913,439358078,2
17434,439358078,5
17566,439358078,4
17643,439358078,1
17663,439358078,5
17984,439358078,5
18313,439358078,5
18361,439358078,4
19526,439358078,4
19724,439358078,5
19729,439358078,4
19942,439358078,5
21217,439358078,4
21228,439358078,4
21487,439358078,5
21676,439358078,5
21733,439358078,5
22602,439358078,4
23576,439358078,5
23612,439358078,5
24499,439358078,5
24834,439358078,4
25164,439358078,4
25182,439358078,5
26145,439358078,4
26629,439358078,4
27499,439358078,5
28767,439358078,4
30313,439358078,5
30681,439358078,4
30944,439358078,5
32055,439358078,4
32305,439358078,5
32592,439358078,4
32635,439358078,4
32748,439358078,5
32918,439358078,5
33065,439358078,5
33697,439358078,4
33716,439358078,5
33872,439358078,5
36099,439358078,5
37834,439358078,4
38082,439358078,5
42404,439358078,5
42508,439358078,4
42810,439358078,4
45269,439358078,4
45493,439358078,5
46421,439358078,5
46977,439358078,3
47476,439358078,3
47478,439358078,2
47800,439358078,5
48482,439358078,5
48559,439358078,5
48687,439358078,1
49298,439358078,5
50096,439358078,5
50104,439358078,5
50133,439358078,5
51166,439358078,5
51460,439358078,4
51838,439358078,4
52036,439358078,3
53292,439358078,5
173,439139600,5
314,439139600,5
725,439139600,5
2077,439139600,2
2171,439139600,5
3662,439139600,5
5379,439139600,5
6016,439139600,5
8440,439139600,4
8612,439139600,4
9195,439139600,3
9246,439139600,2
9722,439139600,5
10727,439139600,5
11599,439139600,4
11691,439139600,3
11927,439139600,5
12476,439139600,4
13282,439139600,5
14222,439139600,4
14285,439139600,4
15318,439139600,4
16569,439139600,5
16913,439139600,5
17329,439139600,5
17405,439139600,4
17984,439139600,4
18031,439139600,1
18179,439139600,1
18199,439139600,5
18316,439139600,5
18361,439139600,5
18550,439139600,4
18798,439139600,4
18957,439139600,5
20076,439139600,4
20782,439139600,4
21228,439139600,4
22212,439139600,4
22534,439139600,3
24326,439139600,5
25030,439139600,3
26146,439139600,3
26244,439139600,5
26398,439139600,4
26942,439139600,4
28158,439139600,3
28831,439139600,4
29031,439139600,4
29644,439139600,5
29689,439139600,3
30601,439139600,5
30879,439139600,5
31001,439139600,4
31305,439139600,4
31760,439139600,4
32419,439139600,4
32635,439139600,5
32923,439139600,4
33119,439139600,5
33147,439139600,5
33207,439139600,4
33872,439139600,2
34531,439139600,4
35259,439139600,2
35982,439139600,2
36664,439139600,3
37035,439139600,4
37041,439139600,3
38687,439139600,3
38851,439139600,5
39720,439139600,4
40167,439139600,3
40251,439139600,5
40490,439139600,3
41318,439139600,3
43985,439139600,4
45493,439139600,4
47490,439139600,5
47746,439139600,5
48687,439139600,5
49138,439139600,5
49382,439139600,5
49830,439139600,5
50096,439139600,5
50101,439139600,5
50102,439139600,5
50104,439139600,5
50133,439139600,5
50610,439139600,3
51065,439139600,5
51166,439139600,5
51480,439139600,2
51762,439139600,4
52036,439139600,2
52469,439139600,5
52583,439139600,5
52740,439139600,2
53145,439139600,5
53292,439139600,5
75,307277674,3
173,307277674,2
883,307277674,5
931,307277674,4
1407,307277674,4
2559,307277674,2
2754,307277674,4
3003,307277674,3
3408,307277674,4
3436,307277674,4
3827,307277674,4
3919,307277674,4
3922,307277674,5
4044,307277674,3
4541,307277674,3
4615,307277674,4
4736,307277674,4
4816,307277674,5
4934,307277674,2
5369,307277674,2
6097,307277674,2
6768,307277674,4
6904,307277674,4
7443,307277674,4
7973,307277674,2
8444,307277674,3
8629,307277674,3
9985,307277674,5
11446,307277674,5
11505,307277674,4
12381,307277674,2
12419,307277674,3
12623,307277674,2
12957,307277674,3
13163,307277674,3
13274,307277674,4
13647,307277674,2
15007,307277674,4
15185,307277674,3
15891,307277674,3
16357,307277674,2
17039,307277674,2
17292,307277674,4
17566,307277674,3
17922,307277674,3
18120,307277674,3
18340,307277674,5
19443,307277674,1
19993,307277674,4
21609,307277674,4
21856,307277674,3
21878,307277674,3
22199,307277674,3
22319,307277674,5
23092,307277674,4
23612,307277674,3
23842,307277674,5
24051,307277674,4
24200,307277674,3
24344,307277674,1
24609,307277674,2
24884,307277674,4
25087,307277674,4
25172,307277674,5
26323,307277674,2
26467,307277674,2
26647,307277674,3
26959,307277674,4
27043,307277674,3
27176,307277674,3
27513,307277674,3
27759,307277674,3
28265,307277674,4
28345,307277674,4
30327,307277674,3
30467,307277674,4
31505,307277674,3
31886,307277674,3
31908,307277674,4
31928,307277674,4
32189,307277674,2
34014,307277674,3
34566,307277674,4
34773,307277674,4
35556,307277674,5
35669,307277674,3
35824,307277674,3
35955,307277674,4
38071,307277674,2
39587,307277674,3
43175,307277674,4
45888,307277674,4
46585,307277674,3
46732,307277674,5
47478,307277674,4
49015,307277674,3
49329,307277674,5
50258,307277674,3
51123,307277674,4
52478,307277674,5
314,439785960,5
439,439785960,3
588,439785960,5
1169,439785960,4
1185,439785960,4
2077,439785960,4
2487,439785960,4
2900,439785960,5
3662,439785960,4
3922,439785960,5
5379,439785960,5
5461,439785960,3
5885,439785960,5
6630,439785960,5
7563,439785960,3
9246,439785960,1
10140,439785960,4
10146,439785960,5
10246,439785960,4
10335,439785960,4
10610,439785960,5
10944,439785960,5
11854,439785960,4
11927,439785960,4
12471,439785960,5
13282,439785960,5
13544,439785960,5
15494,439785960,5
16377,439785960,4
16913,439785960,5
17434,439785960,5
17663,439785960,5
17984,439785960,5
18031,439785960,5
18313,439785960,5
18361,439785960,4
20076,439785960,3
20467,439785960,3
20848,439785960,5
21228,439785960,5
21487,439785960,4
21713,439785960,5
22602,439785960,4
23576,439785960,4
23612,439785960,4
24326,439785960,5
24389,439785960,4
24499,439785960,5
24834,439785960,4
24845,439785960,5
25164,439785960,4
25182,439785960,5
25214,439785960,4
26145,439785960,4
26629,439785960,4
26661,439785960,4
28158,439785960,4
28767,439785960,5
29123,439785960,3
29703,439785960,5
30681,439785960,5
31001,439785960,4
32055,439785960,4
32305,439785960,5
32592,439785960,4
32635,439785960,5
32748,439785960,5
32923,439785960,5
33065,439785960,4
33697,439785960,4
33716,439785960,5
33872,439785960,5
33890,439785960,3
37284,439785960,5
37834,439785960,5
38080,439785960,4
38082,439785960,5
38475,439785960,4
39423,439785960,3
41074,439785960,3
42404,439785960,5
43985,439785960,4
44243,439785960,2
44397,439785960,5
45269,439785960,4
45493,439785960,5
46977,439785960,4
47476,439785960,4
47746,439785960,5
47800,439785960,5
48482,439785960,3
49298,439785960,4
50104,439785960,5
50342,439785960,3
51166,439785960,4
51460,439785960,3
51480,439785960,1
51838,439785960,5
52036,439785960,2
53245,439785960,4
3585,140283331,4
3662,140283331,3
5611,140283331,3
6005,140283331,4
6887,140283331,5
6993,140283331,4
8783,140283331,4
8920,140283331,3
9073,140283331,4
9872,140283331,3
10202,140283331,4
10911,140283331,4
11219,140283331,4
11380,140283331,4
11401,140283331,2
11739,140283331,3
11852,140283331,4
12237,140283331,4
13001,140283331,5
13342,140283331,4
13445,140283331,4
13700,140283331,3
14250,140283331,4
14263,140283331,5
14883,140283331,5
15130,140283331,3
15410,140283331,5
15601,140283331,3
15693,140283331,3
16119,140283331,4
16281,140283331,4
16373,140283331,5
16600,140283331,3
